Date,Headline,Link
2023-11-15,Exclusive: Bodycam video shows early moments of Hamas massacre in Israel and tunnels under Gaza,https://www.cnn.com/2023/11/15/middleeast/bodycam-video-hamas-massacre-tunnels-intl/index.html
2023-11-15,Father of injured American teen in Gaza calls on Biden to do more to protect US citizens,https://www.cnn.com/2023/11/15/middleeast/biden-father-american-teen-gaza-intl/index.html
2023-11-15,"November 14, 2023 Israel-Hamas war",https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-14-23/index.html
2023-11-15,How antisemitic hate groups are using artificial intelligence in the wake of Hamas attacks,https://www.cnn.com/2023/11/14/us/hamas-israel-artificial-intelligence-hate-groups-invs/index.html
2023-11-20,Families of hostages kidnapped by Hamas give heart-wrenching details at the packed ‘March for Israel’ in DC,https://www.cnn.com/2023/11/14/us/march-for-israel-washington-security/index.html
2023-11-15,"Exclusive: Found document suggests Iran sought to help Hamas make its own weapons ahead of attack, sources say",https://www.cnn.com/2023/11/14/politics/document-iran-hamas-weapons/index.html
2023-11-15,"White House says intelligence shows Hamas using al-Shifa hospital for command node, storing weapons",https://www.cnn.com/2023/11/14/politics/white-house-hamas-al-shifa/index.html
2023-11-14,Israel shows alleged Hamas ‘armory’ under children’s hospital in Gaza. Local health officials dismiss the claims,https://www.cnn.com/2023/11/14/middleeast/israel-alleges-hamas-armory-under-hospital-in-gaza-hnk-intl/index.html
2023-11-15,Biden says a deal to free hostages held by Hamas is ‘going to happen’ as officials say they are nearing an agreement,https://www.cnn.com/2023/11/14/politics/biden-hamas-hostages-negotiations/index.html
2023-11-14,"UN mourns the deaths of more than 100 aid workers in Gaza, the highest number killed in any conflict in its history",https://www.cnn.com/2023/11/14/middleeast/united-nations-staff-deaths-gaza-intl-hnk/index.html
2023-11-14,Biden told me that a pause in the fighting will save lives in Gaza. Here’s why he’s wrong,https://www.cnn.com/2023/11/13/opinions/israel-gaza-ceasefire-palestinian-biden-rabbi-rosenberg/index.html
2023-11-14,Former Biden and Obama officials give president a boost over his Israel support amid party divide,https://www.cnn.com/2023/11/14/politics/former-biden-obama-officials-appreciation-israel-support/index.html
2023-11-14,Israelis are arming up in the aftermath of Hamas’ attack. Some are worried it is playing to the far right’s vision for the country,https://www.cnn.com/2023/11/14/middleeast/israel-guns-hamas-far-right/index.html
2023-11-14,"November 13, 2023 Israel-Hamas war",https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-13-23/index.html
2023-11-14,Doctors race to save newborns as Israel says it’s battling Hamas around Gaza’s largest hospital,https://www.cnn.com/2023/11/13/middleeast/gaza-babies-incubators-al-shifa-hospital-israel-intl-hnk/index.html
2023-11-13,Blinken acknowledges disagreements within State Department on Israel-Hamas war in email to staff,https://www.cnn.com/2023/11/13/politics/blinken-israel-hamas-email-staff/index.html
2023-11-13,West Bank Palestinians face increasing restrictions and settler violence as Gaza war escalates,https://www.cnn.com/2023/11/11/middleeast/west-bank-restrictions-violence-intl-cmd/index.html
2023-11-14,"Hamas has command node under Al-Shifa hospital, US official says",https://www.cnn.com/2023/11/13/politics/al-shifa-hospital-us-intelligence/index.html
2023-11-13,White House reveals 3-year-old American among Hamas hostages,https://www.cnn.com/2023/11/13/politics/biden-hostage-negotiations-with-qatar-including-3-year-old-american/index.html
2023-11-14,Israel’s soccer team loses to Kosovo as videos show some fans booing national anthem,https://www.cnn.com/2023/11/13/sport/israel-kosovo-euro-qualifier-spt-intl/index.html
2023-11-13,"More than 180,000 demonstrators march in France against antisemitism",https://www.cnn.com/2023/11/13/europe/france-march-antisemitism-israel-hamas-war-intl-hnk/index.html
2023-11-13,"November 12, 2023 Israel-Hamas war",https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-12-23/index.html
2023-11-13,GOP presidential candidate Chris Christie vows to relay ‘atrocities’ he saw in Israel upon return to US,https://www.cnn.com/2023/11/12/politics/chris-christie-israel-visit-hamas-war/index.html
2023-11-13,Netanyahu refuses to answer CNN on whether he would take responsibility for October 7 attack,https://www.cnn.com/2023/11/12/middleeast/netanyahu-bash-interview-israel-hamas-war-intl/index.html
2023-11-12,"Gaza hospital in ‘catastrophic situation,’ amid heavy fighting nearby, health officials say",https://www.cnn.com/2023/11/11/middleeast/babies-die-neonatal-gaza-hospital-complete-siege/index.html
2023-11-12,"November 11, 2023 Israel-Hamas war",https://www.cnn.com/middleeast/live-news/israel-hamas-war-gaza-news-11-11-23/index.html
